SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,CATEGORY,SHARPE_RATIO_1Y,SHARPE_RATIO_3Y,SHARPE_RATIO_5Y,BETA_1Y,BETA_3Y,BETA_5Y,INFO_RATIO_3Y,INFO_RATIO_5Y
F000000MNA                    ,SMTAM DC Japan Equity Index Open S,SMTAM DC Japan Equity Index Open S,Fixed Income,3.68,0.78,1.26,0.96,0.97,0.98,0.32,0.08613
F000000LYF                    ,SMTAM DC My Selection 25,SMTAM DC My Selection 25,Fixed Income,3.47,0.99,1.62,-0.3,0.28,0.36,0.27,-0.37842
F000000LY6                    ,SMTAM DC My Selection 50,SMTAM DC My Selection 50,Fixed Income,3.66,0.84,1.43,-0.7,0.55,0.6,0.44,-0.01608
F000000LY2                    ,SMTAM DC My Selection 75,SMTAM DC My Selection 75,Fixed Income,3.63,0.76,1.34,-1.04,0.86,0.86,0.44,0.24694
F000000LY4                    ,SMTAM DC My Selection S25,SMTAM DC My Selection S25,Fixed Income,3.52,1.02,1.64,-0.3,0.27,0.35,0.28,-0.37059
F000000LY1                    ,SMTAM DC My Selection S50,SMTAM DC My Selection S50,Fixed Income,3.69,0.86,1.45,-0.7,0.55,0.6,0.46,0.00292
F000000LXY                    ,SMTAM DC My Selection S75,SMTAM DC My Selection S75,Fixed Income,3.64,0.77,1.34,-1.04,0.86,0.86,0.45,0.25266
F000000MIU                    ,SMTAM DC Nissan Equity Fund,SMTAM DC Nissan Equity Fund,Fixed Income,0.56,0.38,0.63,0.74,1.33,1.04,-0.14,-0.2179
F000000MN9                    ,SMTAM DC Target Year Fund 2025,SMTAM DC Target Year Fund 2025,Fixed Income,3.44,0.87,1.53,-0.35,0.34,0.44,0.13,-0.39833
F000000MN5                    ,SMTAM DC Target Year Fund 2035,SMTAM DC Target Year Fund 2035,Fixed Income,3.55,0.81,1.44,-0.68,0.49,0.53,0.18,-0.40292
F000000MN1                    ,SMTAM DC Target Year Fund 2045,SMTAM DC Target Year Fund 2045,Fixed Income,3.6,0.76,1.37,-0.7,0.7,0.72,0.17,-0.16295
F00000N5J1                    ,SMTAM DC World Economy Index Fund,SMTAM DC World Economy Index Fund,Fixed Income,4.11,0.45,1.03,-0.46,0.86,0.88,-0.3,-0.5689
F000002QY3                    ,SMTAM Dow Jones Index Fund,SMTAM Dow Jones Index Fund,Fixed Income,2.6,0.81,1.3,1.09,1.02,0.99,0.37,-0.12106
F00000LZ6R                    ,SMTAM Dow Jones Index Fund Hedged,SMTAM Dow Jones Index Fund Hedged,Fixed Income,3.92,0.97,1.25,1.42,0.7,0.61,0.15,-0.89671
F00000OOR0                    ,SMTAM Emerging Countries Bond Index Open SMA,SMTAM Emerging Countries Bond Index Open SMA,Fixed Income,2.06,-0.09,0.38,0.25,0.88,1.01,-0.69,-0.0244
F00000LNKU                    ,SMTAM Emerging Countries Equity Index Open SMA,SMTAM Emerging Countries Equity Index Open SMA,Fixed Income,8.11,0.41,0.71,0.19,0.9,0.95,0.04,0.60465
F000000MIL                    ,SMTAM Foreign Bond Index Fund,SMTAM Foreign Bond Index Fund,Fixed Income,1.78,0.12,0.89,0.89,0.9,0.92,-0.08,-0.29002
F000005QK6                    ,SMTAM Foreign Bond Index Hedged SMA,SMTAM Foreign Bond Index Hedged SMA,Fixed Income,-0.66,0.23,0.45,0.92,0.94,0.96,-1.23,-1.38482
F000000MN3                    ,SMTAM Foreign Bond Index Open SMA,SMTAM Foreign Bond Index Open SMA,Fixed Income,1.81,0.13,0.9,0.89,0.9,0.92,-0.05,-0.26943
F00000H356                    ,SMTAM Foreign Bond Index e,SMTAM Foreign Bond Index e,Fixed Income,1.81,0.14,0.92,0.89,0.9,0.92,-0.01,-0.21977
F000000MNY                    ,SMTAM Foreign Bond Open D1M,SMTAM Foreign Bond Open D1M,Fixed Income,1.74,0.09,0.87,0.89,0.91,0.92,-0.17,-0.37835
F000000MJ0                    ,SMTAM Foreign Equity Index Fund,SMTAM Foreign Equity Index Fund,Fixed Income,2.98,0.59,1.18,1.02,1.29,1.2,0.15,0.6535
F000000MN0                    ,SMTAM Foreign Equity Index Open,SMTAM Foreign Equity Index Open,Fixed Income,2.96,0.59,1.18,1.02,1.29,1.2,0.15,0.65197
F000000MNB                    ,SMTAM Foreign Equity Index Open SMA,SMTAM Foreign Equity Index Open SMA,Fixed Income,2.99,0.6,1.19,1.01,1.29,1.2,0.17,0.66957
F00000H355                    ,SMTAM Foreign Equity Index e,SMTAM Foreign Equity Index e,Fixed Income,3.01,0.61,1.2,1.02,1.29,1.2,0.18,0.68102
F000000LYA                    ,SMTAM Global Income & Plus Dividend 1 Month,SMTAM Global Income & Plus Dividend 1 Month,Fixed Income,2.63,0.4,1.09,-1.2,0.65,0.79,-0.1,-0.16752
F000001WQV                    ,SMTAM Global Index Balance Fund,SMTAM Global Index Balance Fund,Fixed Income,3.21,0.61,1.26,-1.39,0.89,0.93,0.25,0.22572
F000002J9S                    ,SMTAM Global-REIT Index Open SMA,SMTAM Global-REIT Index Open SMA,Fixed Income,1.47,0.42,0.99,0.45,0.89,0.89,0.09,-0.07066
F00000JWOI                    ,SMTAM Index Collection Balance Equity 30,SMTAM Index Collection Balance Equity 30,Fixed Income,3.58,0.96,1.6,-0.38,0.32,0.41,0.35,-0.22933
F00000JWOJ                    ,SMTAM Index Collection Balance Equity 50,SMTAM Index Collection Balance Equity 50,Fixed Income,3.59,0.82,1.45,-0.79,0.57,0.63,0.45,0.05066
F00000JWOK                    ,SMTAM Index Collection Balance Equity 70,SMTAM Index Collection Balance Equity 70,Fixed Income,3.6,0.77,1.37,-1.15,0.77,0.78,0.52,0.2265
F00000JWOE                    ,SMTAM Index Collection Domestic Bond,SMTAM Index Collection Domestic Bond,Fixed Income,-1.1,0.82,0.95,1,<null>,<null>,<null>,<null>
F00000JWOF                    ,SMTAM Index Collection Domestic Equity,SMTAM Index Collection Domestic Equity,Fixed Income,3.69,0.79,1.27,0.96,0.97,0.98,0.39,0.17094
F00000JWOG                    ,SMTAM Index Collection Foreign Bond,SMTAM Index Collection Foreign Bond,Fixed Income,1.88,0.19,0.96,0.89,0.91,0.92,0.13,-0.08249
F00000JWOH                    ,SMTAM Index Collection Foreign Equity,SMTAM Index Collection Foreign Equity,Fixed Income,3.05,0.63,1.22,1.02,1.29,1.2,0.21,0.71576
F000002J9R                    ,SMTAM J-REIT Index Open SMA,SMTAM J-REIT Index Open SMA,Fixed Income,-0.9,0.18,0.75,1,1.01,1.01,2.06,3.40986
F000000MIG                    ,SMTAM Japan Bond Index Fund,SMTAM Japan Bond Index Fund,Fixed Income,-1.41,0.62,0.73,1,<null>,<null>,<null>,<null>
F000000LW1                    ,SMTAM Japan Bond Index Fund SMA,SMTAM Japan Bond Index Fund SMA,Fixed Income,-1.31,0.67,0.79,1,<null>,<null>,<null>,<null>
F000000MN6                    ,SMTAM Japan Bond Index Open SMA,SMTAM Japan Bond Index Open SMA,Fixed Income,-1.31,0.67,0.78,1,<null>,<null>,<null>,<null>
F00000H357                    ,SMTAM Japan Bond Index e,SMTAM Japan Bond Index e,Fixed Income,-1.34,0.66,0.78,1,<null>,<null>,<null>,<null>
F000000MIM                    ,SMTAM Japan Equity Index Fund,SMTAM Japan Equity Index Fund,Fixed Income,3.63,0.76,1.24,0.96,0.97,0.98,-0.09,-0.30957
F000000MN4                    ,SMTAM Japan Equity Index Open,SMTAM Japan Equity Index Open,Fixed Income,3.63,0.76,1.25,0.96,0.97,0.98,0.01,-0.2032
F000000MNP                    ,SMTAM Japan Equity Index Open SMA,SMTAM Japan Equity Index Open SMA,Fixed Income,3.65,0.76,1.25,0.96,0.97,0.98,0.03,-0.24975
F00000H354                    ,SMTAM Japan Equity Index e,SMTAM Japan Equity Index e,Fixed Income,3.66,0.77,1.25,0.96,0.97,0.98,0.14,-0.09696
F000002T7Y                    ,SMTAM Nikkei 225 Index Fund,SMTAM Nikkei 225 Index Fund,Fixed Income,2.67,0.75,1.23,1.29,1.08,1.07,-0.01,0.05441
F000001WXE                    ,SMTAM SBI Asset Plan Open Asset Growth,SMTAM SBI Asset Plan Open Asset Growth,Fixed Income,2.7,0.61,1.32,-1.05,0.62,0.68,0.16,-0.09766
F000001WXP                    ,SMTAM SBI Asset Plan Open Dividend,SMTAM SBI Asset Plan Open Dividend,Fixed Income,2.69,0.64,1.34,-1.05,0.61,0.68,0.18,-0.08109
F00000NAJE                    ,SMTAM SMT Asia Emerging Countries Equity Index Open,SMTAM SMT Asia Emerging Countries Equity Index Open,Fixed Income,7.67,0.6,0.93,0.25,0.88,0.88,0.25,0.82382
F000002HSS                    ,SMTAM SMT Emerging Countries Bond Index Open,SMTAM SMT Emerging Countries Bond Index Open,Fixed Income,2.06,-0.08,0.4,0.25,0.88,1.01,-0.67,-0.00376
F000002HSR                    ,SMTAM SMT Emerging Countries Equity Index Open,SMTAM SMT Emerging Countries Equity Index Open,Fixed Income,8.11,0.44,0.74,0.18,0.9,0.94,0.08,0.64412
F000001WXJ                    ,SMTAM SMT Global Bond Index Open,SMTAM SMT Global Bond Index Open,Fixed Income,1.81,0.14,0.91,0.89,0.9,0.92,-0.02,-0.23225
F000001WXI                    ,SMTAM SMT Global Equity Index Open,SMTAM SMT Global Equity Index Open,Fixed Income,2.99,0.61,1.2,1.02,1.29,1.2,0.17,0.67829
F000001WXH                    ,SMTAM SMT Global REIT Index Open,SMTAM SMT Global REIT Index Open,Fixed Income,1.47,0.43,1,0.45,0.89,0.89,0.11,-0.05305
F000001WXF                    ,SMTAM SMT J-REIT Index Open,SMTAM SMT J-REIT Index Open,Fixed Income,-0.89,0.19,0.76,1,1.01,1.01,2.21,3.61262
F000001WXK                    ,SMTAM SMT Japan Bond Index Open,SMTAM SMT Japan Bond Index Open,Fixed Income,-1.32,0.68,0.8,1,<null>,<null>,<null>,<null>
F00000J8HZ                    ,SMTAM SMT Nikkei 225 Index Open,SMTAM SMT Nikkei 225 Index Open,Fixed Income,2.68,0.76,1.24,1.2,1.04,1.05,-0.46,-0.17119
F000001WXG                    ,SMTAM SMT TOPIX Index Open,SMTAM SMT TOPIX Index Open,Fixed Income,3.66,0.77,1.25,0.96,0.97,0.98,0.14,-0.09703
F000002J9W                    ,SMTAM World Economy Index Fund,SMTAM World Economy Index Fund,Fixed Income,4.14,0.45,1.04,-0.46,0.85,0.88,-0.31,-0.57959
F00000MRI7                    ,SOLIDUS FUNDO DE INVESTIMENTO EM AOES,SOLIDUS FUNDO DE INVESTIMENTO EM AOES,Fixed Income,0.9,0.66,0.36,1.23,<null>,<null>,<null>,<null>
F00000MLSS                    ,SPDR Barclays Euro Government Bond UCITS ETF,SPDR Barclays Euro Government Bond UCITS ETF,Fixed Income,0.02,0.62,1.07,1,1.01,1.01,-0.61,-0.68449
F00000OBL1                    ,SPDR Barclays Sterling Corporate Bond UCITS ETF,SPDR Barclays Sterling Corporate Bond UCITS ETF,Fixed Income,0.77,0.85,0.87,1.01,1,1,-1.87,-1.64266
F00000OBL0                    ,SPDR Barclays UK Gilt UCITS ETF,SPDR Barclays UK Gilt UCITS ETF,Fixed Income,0.06,0.61,0.52,0.96,0.97,0.98,-0.99,-1.1799
F00000MLSU                    ,SPDR Barclays US Aggregate Bond UCITS ETF,SPDR Barclays US Aggregate Bond UCITS ETF,Fixed Income,-0.13,0.54,0.47,1.01,1,1,-3.42,-2.51003
F00000MLSV                    ,SPDR Barclays US Treasury Bond UCITS ETF,SPDR Barclays US Treasury Bond UCITS ETF,Fixed Income,-0.57,0.28,0.22,1.01,1.01,1.02,-1.32,-1.3363
FOUSA06B85                    ,SPDR Bloomberg Barclays 1-3 Month T-Bill ETF,SPDR Bloomberg Barclays 1-3 Month T-Bill ETF,Fixed Income,-5.87,-4.54,-4.83,0.14,0,0,-1.14,-0.85746
F00000LKUY                    ,SPDR Bloomberg Barclays Emerging Markets Local Bond ETF,SPDR Bloomberg Barclays Emerging Markets Local Bond ETF,Fixed Income,0.44,-0.09,-0.08,0.99,1,1.01,-0.37,-0.76222
FOUSA06MW5                    ,SPDR Bloomberg Barclays High Yield Bond ETF,SPDR Bloomberg Barclays High Yield Bond ETF,Fixed Income,2.76,0.47,0.72,1.01,1.05,1.08,-2.89,-2.08702
FOUSA06B87                    ,SPDR Bloomberg Barclays Intermediate Term Treasury ETF,SPDR Bloomberg Barclays Intermediate Term Treasury ETF,Fixed Income,-0.7,0.27,0.21,0.67,0.71,0.67,-0.48,-0.63052
F00000GX0C                    ,SPDR Bloomberg Barclays International Corporate Bond ETF,SPDR Bloomberg Barclays International Corporate Bond ETF,Fixed Income,0.99,-0.11,0.06,0.87,0.69,0.73,-0.24,-0.08551
FOUSA06LD1                    ,SPDR Bloomberg Barclays International Treasury Bond ETF,SPDR Bloomberg Barclays International Treasury Bond ETF,Fixed Income,0.03,-0.11,-0.17,0.94,0.92,1.01,-0.33,-0.43161
F00000NEKG                    ,SPDR Bloomberg Barclays Investment Grade Floating Rate ETF,SPDR Bloomberg Barclays Investment Grade Floating Rate ETF,Fixed Income,7.12,1.36,1.75,0.15,-0.03,0,-0.66,-0.45554
F00000M8DJ                    ,SPDR Bloomberg Barclays Issuer Scored Corporate Bond ETF,SPDR Bloomberg Barclays Issuer Scored Corporate Bond ETF,Fixed Income,0.61,0.77,0.69,0.95,1.1,1.17,0.13,0.37074
FOUSA08OOV                    ,SPDR Bloomberg Barclays Mortgage Backed Bond ETF,SPDR Bloomberg Barclays Mortgage Backed Bond ETF,Fixed Income,-0.38,0.65,0.58,0.73,0.59,0.7,-0.23,-0.1075
F00000NZ52                    ,SPDR Bloomberg Barclays Short Term High Yield Bond ETF,SPDR Bloomberg Barclays Short Term High Yield Bond ETF,Fixed Income,2.91,0.56,0.8,0.8,0.38,0.41,-0.42,-0.00688
FOUSA08OPU                    ,SPDR Bloomberg Barclays Short Term International Treasury Bond ETF,SPDR Bloomberg Barclays Short Term International Treasury Bond ETF,Fixed Income,0.2,-0.36,-0.52,0.8,0.61,0.62,-0.53,-0.74195
FOUSA06B89                    ,SPDR Bloomberg Barclays TIPS ETF,SPDR Bloomberg Barclays TIPS ETF,Fixed Income,-0.45,0.2,-0.14,1.06,1.19,1.49,-0.56,-0.86928
FOUSA06R8V                    ,SPDR Citi International Government Inflation-Protected Bond ETF,SPDR Citi International Government Inflation-Protected Bond ETF,Fixed Income,0.45,-0.1,-0.03,0.84,0.76,0.93,-0.26,-0.19451
F00000JSKO                    ,SPDR FTSE Greater China ETF,SPDR FTSE Greater China ETF,Fixed Income,2.78,0.62,0.7,0.89,0.97,0.97,-0.79,-0.72059
F00000O2GN                    ,SPDR ICE BofAML Crossover Corporate Bond ETF,SPDR ICE BofAML Crossover Corporate Bond ETF,Fixed Income,1.64,1,0.97,0.74,0.78,0.98,0.43,0.66774
F00000JU4P                    ,SPDR MSCI Australia Select High Dividend Yield Fund,SPDR MSCI Australia Select High Dividend Yield Fund,Fixed Income,1.65,0.39,0.74,1.03,1.02,1.03,-0.76,-0.27828
FEUSA0002F                    ,SPDR NYSE Technology ETF,SPDR NYSE Technology ETF,Fixed Income,4.63,1.34,1.62,0.77,0.95,0.94,0.44,0.36882
FOUSA06B8D                    ,SPDR Portfolio Aggregate Bond ETF,SPDR Portfolio Aggregate Bond ETF,Fixed Income,-0.06,0.62,0.53,1.01,1.01,1,-1.54,-1.16359
FOUSA068X0                    ,SPDR Portfolio Emerging Markets ETF,SPDR Portfolio Emerging Markets ETF,Fixed Income,2.16,0.35,0.39,1,0.98,0.98,-0.46,0.12917
FOUSA08OOS                    ,SPDR Portfolio Intermediate Term Corporate Bond ETF,SPDR Portfolio Intermediate Term Corporate Bond ETF,Fixed Income,0.51,0.97,0.81,0.68,0.74,0.82,-0.15,0.06851
FEUSA04AE6                    ,SPDR Portfolio Large Cap ETF,SPDR Portfolio Large Cap ETF,Fixed Income,4.99,1,1.49,1,1,1,-1.92,-1.64858
FOUSA08OOT                    ,SPDR Portfolio Long Term Corporate Bond ETF,SPDR Portfolio Long Term Corporate Bond ETF,Fixed Income,0.81,0.71,0.55,1.74,2.18,2.32,0.54,0.41101
FOUSA06B88                    ,SPDR Portfolio Long Term Treasury ETF,SPDR Portfolio Long Term Treasury ETF,Fixed Income,-0.36,0.34,0.27,1.01,1.38,1.57,0.65,0.39227
FEUSA04AE7                    ,SPDR Portfolio Mid Cap ETF,SPDR Portfolio Mid Cap ETF,Fixed Income,2.16,0.7,1.13,1.67,1.13,1.14,0.02,-0.06535
FEUSA0002B                    ,SPDR Portfolio S&P 500 Growth ETF,SPDR Portfolio S&P 500 Growth ETF,Fixed Income,5.61,1.09,1.54,0.93,0.99,0.98,-0.68,-0.46395
FEUSA0002A                    ,SPDR Portfolio S&P 500 Value ETF,SPDR Portfolio S&P 500 Value ETF,Fixed Income,2.33,0.79,1.3,1.09,1,0.99,0.47,-0.06118
FOUSA06B8A                    ,SPDR Portfolio Short Term Corporate Bond ETF,SPDR Portfolio Short Term Corporate Bond ETF,Fixed Income,0.73,1.06,1.2,0.53,0.28,0.23,-0.61,-0.36062
FOUSA07WOY                    ,SPDR Portfolio Short Term Treasury ETF,SPDR Portfolio Short Term Treasury ETF,Fixed Income,-0.91,0.19,0.2,1.02,0.52,0.41,-1.16,-0.80188
FEUSA0002H                    ,SPDR Portfolio Total Stock Market ETF,SPDR Portfolio Total Stock Market ETF,Fixed Income,4.73,0.99,1.46,1.06,1,1.01,-0.11,-0.2447
FOUSA068X6                    ,SPDR Portfolio World ex-US ETF,SPDR Portfolio World ex-US ETF,Fixed Income,3.85,0.55,0.72,0.92,0.96,0.97,0.4,0.51169
F00000NO7E                    ,SPDR S&P 400 US Mid Cap UCITS ETF,SPDR S&P 400 US Mid Cap UCITS ETF,Fixed Income,2.45,0.89,1.24,1.44,1.01,1.05,0.35,-0.11049
F00000OV94                    ,SPDR S&P 500 Low Volatility UCITS ETF,SPDR S&P 500 Low Volatility UCITS ETF,Fixed Income,3.35,1.14,1.33,0.15,0.56,0.66,0.25,-0.10254
F00000O209                    ,SPDR S&P 500 UCITS ETF,SPDR S&P 500 UCITS ETF,Fixed Income,5.02,0.98,1.47,0.98,0.99,0.98,-0.44,-0.74963
F00000NA48                    ,SPDR S&P Emerging Markets Dividend UCITS ETF,SPDR S&P Emerging Markets Dividend UCITS ETF,Fixed Income,1.06,-0.06,-0.1,0.97,1.09,1.1,-1.08,-1.17851
F00000NXU6                    ,SPDR S&P Euro Dividend Aristocrats UCITS ETF,SPDR S&P Euro Dividend Aristocrats UCITS ETF,Fixed Income,1.48,1.01,1.07,1.08,<null>,<null>,<null>,<null>
F00000NXU7                    ,SPDR S&P UK Dividend Aristocrats UCITS ETF,SPDR S&P UK Dividend Aristocrats UCITS ETF,Fixed Income,0.54,0.55,0.8,0.79,<null>,<null>,<null>,<null>
F00000NA47                    ,SPDR S&P US Dividend Aristocrats UCITS ETF,SPDR S&P US Dividend Aristocrats UCITS ETF,Fixed Income,2.89,1.04,1.37,0.74,0.83,0.89,0.47,0.10906
F0HKG062T7                    ,SPDR Straits Times Index ETF,SPDR Straits Times Index ETF,Fixed Income,2.7,0.36,0.47,0.87,<null>,<null>,<null>,<null>
F00000NO7D                    ,SPDR Barclays 1-3 Year Euro Government Bond UCITS ETF,SPDRBarclays 1-3 Year Euro Government Bond UCITS ETF,Fixed Income,0.58,0.91,1.36,1.08,<null>,<null>,<null>,<null>
F00000OBKY                    ,SPDR Barclays 1-5 Year Gilt UCITS ETF,SPDRBarclays 1-5 Year Gilt UCITS ETF,Fixed Income,-0.27,0.48,0.32,0.21,0.19,0.2,-0.64,-0.58665
F00000OBKZ                    ,SPDR Barclays 15+ Year Gilt UCITS ETF,SPDRBarclays 15+ Year Gilt UCITS ETF,Fixed Income,0.09,0.66,0.59,1.55,1.66,1.66,0.7,0.64506
F00000MLSP                    ,SPDR Barclays Emerging Markets Local Bond UCITS ETF,SPDRBarclays Emerging Markets Local Bond UCITS ETF,Fixed Income,0.35,-0.15,-0.12,0.92,0.88,0.88,-0.19,0.17901
F00000MLSQ                    ,SPDR Barclays Euro Aggregate Bond UCITS ETF,SPDRBarclays Euro Aggregate Bond UCITS ETF,Fixed Income,0.19,0.7,1.16,1,1,1.01,-1.83,-1.69577
F00000MLSR                    ,SPDR Barclays Euro Corporate Bond UCITS ETF,SPDRBarclays Euro Corporate Bond UCITS ETF,Fixed Income,1.03,0.96,1.33,1.01,1,1.01,-2.68,-2.46413
F00000NPS9                    ,SPDR Barclays Euro High Yield Bond UCITS ETF,SPDRBarclays Euro High Yield Bond UCITS ETF,Fixed Income,3.18,1.21,1.59,0.88,0.93,0.91,-1.51,-1.80084
F00000O9FN                    ,SPDR Citi Asia Local Government Bond UCITS ETF,SPDRCiti Asia Local Government Bond UCITS ETF,Fixed Income,-0.03,-0.03,-0.11,1.26,1.51,<null>,-0.41,<null>
F00000OYXN                    ,SPDR Dow Jones Global Real Estate UCITS ETF,SPDRDow Jones Global Real Estate UCITS ETF,Fixed Income,0.58,0.23,0.51,0.9,0.97,1,-0.9,-0.47883
FOUSA06TUR                    ,SPDR Dow Jones Global Real Estate ETF,SPDRDow JonesGlobal Real Estate ETF,Fixed Income,0.67,0.28,0.56,0.88,0.97,0.98,-1.06,-0.79268
FEUSA00002                    ,SPDR Dow Jones Industrial Average ETF,SPDRDow JonesIndustrial Average ETF,Fixed Income,4.08,1.14,1.4,0.82,1.01,0.96,1.41,0.38897
FOUSA0609H                    ,SPDR Dow Jones International Real Estate ETF,SPDRDow JonesInternational Real Estate ETF,Fixed Income,0.89,0.09,0.35,0.65,0.75,0.83,-0.48,-0.51314
FEUSA0002O                    ,SPDR Dow Jones REIT ETF,SPDRDow JonesREIT ETF,Fixed Income,0.38,0.38,0.65,0.99,0.99,1,-0.65,-0.47391
FEUSA04ABO                    ,SPDR EURO STOXX 50 ETF,SPDREURO STOXX 50ETF,Fixed Income,2.55,0.43,0.6,1.29,1.14,1.17,0.23,0.22858
F00000NXU8                    ,SPDR FTSE UK All Share UCITS ETF,SPDRFTSE UK All Share UCITS ETF,Fixed Income,1.64,0.98,1.01,1,1,1,-1.99,-1.27936
FEUSA0002E                    ,SPDR Global Dow ETF,SPDRGlobal Dow ETF,Fixed Income,5.93,0.66,1.01,1.05,1.08,1.08,0,0.30922
F00000NQ52                    ,SPDR MSCI ACWI IMI ETF,SPDRMSCI ACWI IMI ETF,Fixed Income,7.09,0.79,1.13,0.89,0.98,0.98,0.72,1.00578
F00000MLSX                    ,SPDR MSCI ACWI IMI UCITS ETF,SPDRMSCI ACWI IMI UCITS ETF,Fixed Income,7.22,0.79,1.11,0.95,1,1,0.37,-0.04735
F00000MLSW                    ,SPDR MSCI ACWI UCITS ETF,SPDRMSCI ACWI UCITS ETF,Fixed Income,6.51,0.74,1.04,1.04,1.01,1,0.05,-0.52952
FOUSA06A9B                    ,SPDR MSCI ACWI ex-US ETF,SPDRMSCI ACWI ex-US ETF,Fixed Income,3.56,0.49,0.65,1.02,0.99,1,0.32,0.4462
F00000MLSY                    ,SPDR MSCI EM Asia UCITS ETF,SPDRMSCI EM Asia UCITS ETF,Fixed Income,2.84,0.59,0.6,1.01,1,1.01,-0.07,-0.38546
F00000MLSZ                    ,SPDR MSCI EM Europe UCITS ETF,SPDRMSCI EM Europe UCITS ETF,Fixed Income,1.76,0.04,-0.08,0.83,<null>,<null>,<null>,<null>
F00000MLT0                    ,SPDR MSCI EM Latin America UCITS ETF,SPDRMSCI EM Latin America UCITS ETF,Fixed Income,0.57,0.01,-0.05,1.01,0.99,1,-0.47,-0.46291
F00000MLT2                    ,SPDR MSCI Emerging Markets Small Cap UCITS ETF,SPDRMSCI Emerging Markets Small Cap UCITS ETF,Fixed Income,1.92,0.41,0.42,0.95,0.96,0.97,0.57,0.32401
F00000MLT1                    ,SPDR MSCI Emerging Markets UCITS ETF,SPDRMSCI Emerging Markets UCITS ETF,Fixed Income,2.43,0.36,0.33,1,1,1.01,-0.94,-0.6436
FEUSA00001                    ,SPDR S&P 500 ETF,SPDRS&P 500ETF,Fixed Income,5.08,1.01,1.5,0.98,0.99,0.99,0.13,-0.20526
F00000LKUZ                    ,SPDR S&P Emerging Markets Dividend ETF,SPDRS&P Emerging Markets Dividend ETF,Fixed Income,1.07,-0.06,-0.1,0.97,1.08,1.1,-1.11,-1.20249
FEUSA00004                    ,SPDR S&P MidCap 400 ETF,SPDRS&P MIDCAP 400ETF,Fixed Income,2.47,0.92,1.26,1.44,1.01,1.05,0.46,0.00029
F00000MC1A                    ,SPDR S&P/ASX 200 Financials EX A-REIT Fund,SPDRS&P/ASX 200 Financials EX A-REIT Fund,Fixed Income,1.2,0.36,0.78,1.56,1.22,1.23,-0.15,0.29925
FOUSA05XPR                    ,SPDR S&P/ASX 200 Fund,SPDRS&P/ASX 200 Fund,Fixed Income,1.98,0.56,0.85,1,1,1,-3.68,-4.66192
FOUSA05XPP                    ,SPDR S&P/ASX 200 Listed Property Fund,SPDRS&P/ASX 200 Listed Property Fund,Fixed Income,0.64,0.8,0.95,1.02,1.02,1.02,-1.36,-1.40733
F00000MC19                    ,SPDR S&P/ASX 200 Resources Fund,SPDRS&P/ASX 200 Resources Fund,Fixed Income,1.83,0.18,0.1,0.16,0.99,0.94,-0.18,-0.51352
FOUSA05XPQ                    ,SPDR S&P/ASX 50 Fund,SPDRS&P/ASX 50 Fund,Fixed Income,1.76,0.43,0.79,1.05,1,1.01,-1.5,-0.73677
F00000ON1X                    ,SPDR S&P/ASX Australian Bond Fund,SPDRS&P/ASX Australian Bond Fund,Fixed Income,0.11,1.12,1.29,1,1.07,1.07,0.25,0.00441
F00000ON1Y                    ,SPDR S&P/ASX Australian Government Bond Fund,SPDRS&P/ASX Australian Government Bond Fund,Fixed Income,-0.05,0.94,1.09,1.09,1.17,1.18,-0.21,-0.45929
F00000MC18                    ,SPDR S&P/ASX Small Ordinaries Fund,SPDRS&P/ASX Small Ordinaries Fund,Fixed Income,1.59,0.79,0.45,0.99,0.98,0.99,-0.52,-0.67658
F00000MPCX                    ,SPDR S&P 1500 Momentum Tilt ETF,SPDRS&P1500 Momentum Tilt ETF,Fixed Income,5.61,1.07,1.49,0.84,0.94,0.97,0.16,-0.05434
F00000MPCW                    ,SPDR S&P 1500 Value Tilt ETF,SPDRS&P1500 Value Tilt ETF,Fixed Income,2.73,0.87,1.37,1.06,1.02,1,0.93,0.63953
FEUSA04AE9                    ,SPDR S&P 400 Mid Cap Growth ETF,SPDRS&P400 Mid Cap Growth ETF,Fixed Income,3.55,1.06,1.3,1.03,0.86,0.95,0.32,-0.10996
FEUSA04AE8                    ,SPDR S&P 400 Mid Cap Value ETF,SPDRS&P400 Mid Cap Value ETF,Fixed Income,1.74,0.74,1.18,1.47,1.13,1.12,0.28,0.12997
FEUSA04AEA                    ,SPDR S&P 600 Small Cap ETF,SPDRS&P600 Small Cap ETF,Fixed Income,1.76,0.85,1.17,1.17,0.95,0.95,0.54,0.55889
FEUSA0002D                    ,SPDR S&P 600 Small Cap Growth ETF,SPDRS&P600 Small Cap Growth ETF,Fixed Income,2,0.94,1.2,1.41,0.85,0.86,0.36,0.17868
FEUSA0002C                    ,SPDR S&P 600 Small Cap Value ETF,SPDRS&P600 Small Cap Value ETF,Fixed Income,1.53,0.75,1.11,1,1.01,0.99,0.46,0.87717
FEUSA04AH8                    ,SPDR S&P Aerospace & Defense ETF,SPDRS&PAerospace & Defense ETF,Fixed Income,2.79,1.23,1.67,1.1,0.98,0.94,0.85,0.84074
FEUSA04AEB                    ,SPDR S&P Bank ETF,SPDRS&PBank ETF,Fixed Income,1.39,0.67,0.88,1.37,1.3,1.27,0.06,-0.09255
