SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,SHARE_CLASS_COUNTER,FUND_FAMILY_NAME,MSTAR_CATEGORY_NAME,MSTAR_GLOB_CATEGORY_NAME,MSTAR_BROAD_CATEGORY,COMMON_SOURCE_SYSTEM,RETURN_NET_1M,RETURN_NET_2M,RETURN_NET_3M,RETURN_NET_6M,RETURN_NET_1Y,RETURN_NET_2Y,RETURN_NET_3Y,RETURN_NET_4Y,RETURN_NET_5Y
F000000NMX                    ,Nomura Int Bond Passive DC,Nomura Int Bond Passive DC,1,Nomura Asset Managem,World ex-Japan Bond,Global Fixed Income,Bonds/Fixed Income,ASIA-PACIFIC,-0.02,1.07,2.5,5.85,10.73,-1.22,1.09,3.9,8.25
F000000NO6                    ,Nomura Japan Bond Index DC,Nomura Japan Bond Index DC,1,Nomura Asset Managem,Japan Bond Long/Intermediate,Japan Fixed Income,Bonds/Fixed Income,ASIA-PACIFIC,-0.02,-0.44,0.1,-0.48,-1.88,1.54,1.69,1.74,1.83
F000001WW2                    ,Nomura Japan Bond Index Fund,Nomura Japan Bond Index Fund,1,Nomura Asset Managem,Japan Bond Long/Intermediate,Japan Fixed Income,Bonds/Fixed Income,ASIA-PACIFIC,-0.03,-0.42,0.09,-0.48,-1.74,1.32,1.44,1.52,1.6
F000001WW1                    ,Nomura Japan Bond Index Fund Managed Account,Nomura Japan Bond Index Fund Managed Account,1,Nomura Asset Managem,Japan Bond Long/Intermediate,Japan Fixed Income,Bonds/Fixed Income,ASIA-PACIFIC,-0.02,-0.4,0.12,-0.39,-1.57,1.49,1.61,1.69,1.77
F00000J8E3                    ,Nomura Japan Bond Index SMA,Nomura Japan Bond Index SMA,1,Nomura Asset Managem,Japan Bond Long/Intermediate,Japan Fixed Income,Bonds/Fixed Income,ASIA-PACIFIC,-0.01,-0.39,0.12,-0.39,-1.56,1.5,1.63,1.71,1.8
F000001WW0                    ,Nomura Japan Equity Index Managed Account,Nomura Japan Equity Index Managed Account,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,ASIA-PACIFIC,5.43,9.97,9.91,16.25,29.11,8.45,11.76,12.21,20.97
F00000JTSJ                    ,Nomura Japanese Yen Bond Investment Index Fund,Nomura Japanese Yen Bond Investment Index Fund,1,Nomura Asset Managem,Japan Bond Long/Intermediate,Japan Fixed Income,Bonds/Fixed Income,ASIA-PACIFIC,-0.03,-0.42,0.08,-0.48,-1.74,1.31,1.44,1.52,1.6
F000000MGX                    ,Nomura Kyoto&Shiga Idx Fd,Nomura Kyoto&Shiga Idx Fd,1,Nomura Asset Managem,Japan Specialty Equity,Japan Equity,Equity,ASIA-PACIFIC,6.14,13.39,12.83,28.88,42.86,20.04,21.27,20.94,26.85
F000000MGP                    ,Nomura Million Index Portfolio,Nomura Million Index Portfolio,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,ASIA-PACIFIC,7.98,12.4,10.75,14.67,26.52,7.6,10.41,11.4,19.85
F000000NO1                    ,Nomura My Balance 30 DC,Nomura My Balance 30 DC,1,Nomura Asset Managem,Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,1.33,2.63,3.09,4.89,9.24,3.44,4.7,5.44,8.56
F000000NMU                    ,Nomura My Balance 50 DC,Nomura My Balance 50 DC,1,Nomura Asset Managem,Moderately Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,2.1,4.33,4.6,7.33,15,5.01,6.62,7.48,11.98
F000000NM3                    ,Nomura My Balance 70 DC,Nomura My Balance 70 DC,1,Nomura Asset Managem,Moderate Allocation,Moderate Allocation,Allocation,ASIA-PACIFIC,3.03,6.25,6.38,10.4,21.52,6.24,8.46,9.53,15.72
F000000NLC                    ,Nomura My Balance DC 30,Nomura My Balance DC 30,1,Nomura Asset Managem,Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,1.32,2.62,3.08,4.87,9.23,3.42,4.66,5.41,8.52
F000000NL4                    ,Nomura My Balance DC 50,Nomura My Balance DC 50,1,Nomura Asset Managem,Moderately Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,2.1,4.32,4.59,7.33,14.99,5,6.58,7.45,11.94
F000000NKZ                    ,Nomura My Balance DC 70,Nomura My Balance DC 70,1,Nomura Asset Managem,Moderate Allocation,Moderate Allocation,Allocation,ASIA-PACIFIC,3,6.22,6.35,10.38,21.49,6.2,8.42,9.5,15.68
F00000MAHU                    ,Nomura My Road,Nomura My Road,1,Nomura Asset Managem,Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,0.4,0.94,1.51,2.41,4.36,1.13,2.15,3.11,5.15
F000000NMO                    ,Nomura Nikkei 225 Index Fd DC,Nomura Nikkei 225 Index Fd DC,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,ASIA-PACIFIC,8.12,12.66,11.13,15.48,28.34,9.17,12.05,13.05,21.65
F000000NOI                    ,Nomura Nikkei 225 Open,Nomura Nikkei 225 Open,1,Nomura Asset Managem,Japan Large-Cap Growth Equity,Japan Equity,Equity,ASIA-PACIFIC,8.06,12.58,11.01,15.18,27.61,8.57,11.45,12.46,20.97
F000000NLP                    ,Nomura Nikkei 300 -Listed,Nomura Nikkei 300 -Listed,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,FE_ALL,5.71,10.17,9.57,14.84,26.91,7.02,10.74,11.23,20.04
F000000NQ6                    ,Nomura Nikkei225 Listed,Nomura Nikkei225 Listed,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,FE_ALL,8.14,12.74,11.21,15.57,28.35,9.2,12.06,13.09,21.64
F00000GY61                    ,Nomura Nomu Wrap Fund Aggressive,Nomura Nomu Wrap Fund Aggressive,1,Nomura Asset Managem,Moderately Aggressive Allocation,Aggressive Allocation,Allocation,ASIA-PACIFIC,1.61,4.86,4.72,7.93,21.9,3.9,6.32,8.7,14.9
F00000GY5Z                    ,Nomura Nomu Wrap Fund Defensive,Nomura Nomu Wrap Fund Defensive,1,Nomura Asset Managem,Moderately Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,0.63,1.71,2.24,3.9,7.98,1.35,2.85,4.26,7.42
F00000GY60                    ,Nomura Nomu Wrap Fund Neutral,Nomura Nomu Wrap Fund Neutral,1,Nomura Asset Managem,Moderate Allocation,Moderate Allocation,Allocation,ASIA-PACIFIC,1.26,3.65,3.87,6.77,16.56,2.63,5.01,7.16,12.48
F00000NG8K                    ,Nomura Otsuka Group Equity Fund DC,Nomura Otsuka Group Equity Fund DC,1,Nomura Asset Managem,Japan Specialty Equity,Japan Equity,Equity,ASIA-PACIFIC,5.71,6.45,-3.2,-7.27,4.41,9.58,8.47,15.44,15.38
F000000MG6                    ,Nomura SSE50 Index Link ETF,Nomura SSE50 Index Link ETF,1,Nomura Asset Managem,Greater China Equity,Greater China Equity,Equity,FE_ALL,5.93,5.55,9.95,26.56,35.92,4.51,18.03,15.57,17.36
F000000NOW                    ,Nomura TOPIX Index Open,Nomura TOPIX Index Open,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,ASIA-PACIFIC,5.4,9.89,9.79,16,28.57,8.03,11.35,11.8,20.52
F000000MFS                    ,Nomura TOPIX Index Open DC,Nomura TOPIX Index Open DC,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,ASIA-PACIFIC,5.39,9.91,9.8,16.03,28.63,8.09,11.4,11.85,20.58
F000000NLJ                    ,Nomura TSE Bank Listed,Nomura TSE Bank Listed,1,Nomura Asset Managem,Japan Specialty Equity,Japan Equity,Equity,FE_ALL,4.69,12.55,8.51,8.62,28.54,-1.89,4.82,5.12,15.24
F000000NMV                    ,Nomura TSE Electric Listed,Nomura TSE Electric Listed,1,Nomura Asset Managem,Japan Specialty Equity,Japan Equity,Equity,FE_ALL,8.4,13.54,12.89,26.05,41.84,16.99,14.63,17.78,25.06
F000000NO3                    ,Nomura Topix Core30 Listed,Nomura Topix Core30 Listed,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,FE_ALL,5.97,10.44,9.52,13.71,24.67,4.21,7.72,8.4,18.37
F000000NO8                    ,Nomura Topix Listed,Nomura Topix Listed,1,Nomura Asset Managem,Japan Large-Cap Blend Equity,Japan Equity,Equity,FE_ALL,5.44,10.01,9.95,16.34,29.3,8.63,11.96,12.4,21.19
F000000MFY                    ,Nomura World 6 Assets Diversified Fund Dividend,Nomura World 6 Assets Diversified Fund Dividend,1,Nomura Asset Managem,Moderately Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,0.49,1.89,2.52,4.92,11.09,1.11,3.1,5.31,9.62
F000000MFP                    ,Nomura World 6 Assets Diversified Fund Growth,Nomura World 6 Assets Diversified Fund Growth,1,Nomura Asset Managem,Moderately Aggressive Allocation,Aggressive Allocation,Allocation,ASIA-PACIFIC,2.57,5.86,5.76,9.51,21.95,5.44,7.86,9.6,16.28
F000000MGB                    ,Nomura World 6 Assets Diversified Fund Stable,Nomura World 6 Assets Diversified Fund Stable,1,Nomura Asset Managem,Conservative Allocation,Cautious Allocation,Allocation,ASIA-PACIFIC,0.49,1.3,1.57,2.41,6.04,2.28,3.4,4.5,7.05
F000001WVY                    ,Nomura World REIT Index B Managed Account,Nomura World REIT Index B Managed Account,1,Nomura Asset Managem,World REIT,Real Estate Sector Equity,Equity,ASIA-PACIFIC,-0.45,1.62,0.94,2.1,14.29,0.7,5.54,10.03,15.1
F0000022LS                    ,Nomura World REIT Index Fd DC,Nomura World REIT Index DC,1,Nomura Asset Managem,World REIT,Real Estate Sector Equity,Equity,ASIA-PACIFIC,-0.48,1.58,0.81,1.93,13.96,0.45,5.29,9.77,14.83
F000000NLH                    ,Nomura World SRI Index Fund DC,Nomura World SRI Index Fund DC,1,Nomura Asset Managem,World Equity,Global Equity,Equity,ASIA-PACIFIC,2.66,7.09,7.4,10.62,32.41,5.8,8.01,10.52,17.78
F00000ODQJ                    ,Nordea Danmark Aktier Indeks Akk,Nordea Danmark Aktier Indeks Akk,1,Nordea Liv&Pension  ,Denmark Equity,Other Europe Equity,Equity,EUROPE,1.95,1.83,2.38,5.99,19.56,12.25,15.34,18.13,20.15
F00000GWJ0                    ,Nordea Eurooppa Indeksirahasto B K EUR,Nordea Eurooppa Indeksirahasto,1,Nordea Funds Oy     ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.66,5.14,4.04,2.91,18.81,5.16,7.35,7.39,9.79
F00000GWJ1                    ,Nordea Eurooppa Indeksirahasto B T EUR,Nordea Eurooppa Indeksirahasto,2,Nordea Funds Oy     ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.66,5.14,4.04,2.91,18.8,5.2,7.37,7.4,9.8
F000002KBO                    ,Nordea Eurooppa Indeksirahasto I K EUR,Nordea Eurooppa Indeksirahasto,3,Nordea Funds Oy     ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.69,5.2,4.13,3.09,19.22,5.53,7.73,7.77,10.18
F000002KBT                    ,Nordea Eurooppa Indeksirahasto T EUR,Nordea Eurooppa Indeksirahasto,4,Nordea Funds Oy     ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.69,5.2,4.13,3.09,19.22,5.57,7.75,7.78,10.18
F00000MUAK                    ,Nordea Index Aktiefond,Nordea Index Aktiefond,1,Nordea Liv&Pension  ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,2.84,4.78,4.77,4.76,17.25,9.93,11.69,12.93,13.98
F00000MUAL                    ,Nordea Index Hj Risiko,Nordea Index Hj Risiko,1,Nordea Liv&Pension  ,EUR Aggressive Allocation - Global,Aggressive Allocation,Allocation,EUROPE,2.31,3.76,3.99,4.06,13.56,8.44,9.57,10.74,11.37
F00000MUAM                    ,Nordea Index Lav Risiko,Nordea Index Lav Risiko,1,Nordea Liv&Pension  ,EUR Cautious Allocation - Global,Cautious Allocation,Allocation,EUROPE,1.17,1.64,2.24,2.3,6,5.28,4.92,6.04,5.96
F00000MUAN                    ,Nordea Index Mellem Risiko,Nordea Index Mellem Risiko,1,Nordea Liv&Pension  ,EUR Moderate Allocation - Global,Moderate Allocation,Allocation,EUROPE,1.75,2.71,3.12,3.17,9.7,6.84,7.18,8.34,8.62
F000002482                    ,Nordea Indexfond Sverige icke-utd,Nordea Indexfond Sverige,1,Nordea Funds Ab     ,Sweden Equity,Other Europe Equity,Equity,EUROPE,2.62,8.16,7.24,3.37,20.63,10.62,11.34,12.18,14.77
F00000NU7X                    ,Nordea Indexfond Sverige utd,Nordea Indexfond Sverige,2,Nordea Funds Ab     ,Sweden Equity,Other Europe Equity,Equity,EUROPE,2.62,8.16,7.24,3.37,20.63,10.62,11.34,12.18,14.77
F00000OWZB                    ,Nordea Maailma Indeksirahasto B K EUR,Nordea Maailma Indeksirahasto,1,Nordea Funds Oy     ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,3.31,6,5.19,2.07,14.5,7.9,10.31,12.03,13.42
F00000YXNY                    ,Nordea Maailma Indeksirahasto B K SEK,Nordea Maailma Indeksirahasto,2,Nordea Funds Oy     ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,4.29,9.14,7.45,3.4,13.39,10.22,12.57,15.32,16.63
F00000OWZC                    ,Nordea Maailma Indeksirahasto B T EUR,Nordea Maailma Indeksirahasto,3,Nordea Funds Oy     ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,3.31,6,5.19,2.07,14.49,7.93,10.32,12.04,13.42
F00000OWZ9                    ,Nordea Maailma Indeksirahasto I K EUR,Nordea Maailma Indeksirahasto,4,Nordea Funds Oy     ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,3.34,6.06,5.28,2.25,14.9,8.28,10.69,12.42,13.82
F00000OWZA                    ,Nordea Maailma Indeksirahasto I T EUR,Nordea Maailma Indeksirahasto,5,Nordea Funds Oy     ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,3.34,6.06,5.28,2.25,14.89,8.3,10.7,12.48,13.88
F00000GWIY                    ,Nordea Suomi Indeksirahasto B K EUR,Nordea Suomi Indeksirahasto,1,Nordea Funds Oy     ,Finland Equity,Other Europe Equity,Equity,EUROPE,1.39,3.6,3.45,2.59,19.76,14.28,14.85,13.62,17.43
F00000GWIZ                    ,Nordea Suomi Indeksirahasto B T EUR,Nordea Suomi Indeksirahasto,2,Nordea Funds Oy     ,Finland Equity,Other Europe Equity,Equity,EUROPE,1.39,3.6,3.45,2.59,19.77,14.32,14.98,13.71,17.5
F000003T6O                    ,Nordea Suomi Indeksirahasto I K EUR,Nordea Suomi Indeksirahasto,3,Nordea Funds Oy     ,Finland Equity,Other Europe Equity,Equity,EUROPE,1.42,3.66,3.54,2.78,20.18,14.68,15.26,14.02,17.84
F000003T6V                    ,Nordea Suomi Indeksirahasto I T EUR,Nordea Suomi Indeksirahasto,4,Nordea Funds Oy     ,Finland Equity,Other Europe Equity,Equity,EUROPE,1.42,3.66,3.54,2.78,20.19,14.72,15.27,14.02,17.83
F00000ODQI                    ,Nordea USA Aktier Indeks Akk,Nordea USA Aktier Indeks Akk,1,Nordea Liv&Pension  ,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity,EUROPE,3.91,6.59,5.96,1.62,15.17,9.41,12.55,15.68,16.46
F00000OEAM                    ,Nordea Vkstpension Index Aktier,Nordea Vkstpension Index Aktier,1,Nordea Liv&Pension  ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,2.84,4.78,4.78,4.87,17.38,10,11.73,12.94,13.94
F00000OEAN                    ,Nordea Vkstpension Index Obligationer,Nordea Vkstpension Index Obligationer,1,Nordea Liv&Pension  ,EUR Flexible Bond,Euro Fixed Income,Bonds/Fixed Income,EUROPE,0.59,0.57,1.33,1.42,2.36,3.73,2.66,3.71,3.25
F000002J6V                    ,Nordnet Superfonden Sverige,Nordnet Superfonden Sverige,1,hman Fonder         ,Sweden Equity,Other Europe Equity,Equity,EUROPE,2.49,8.41,7.77,3.51,21.04,11.01,11.74,12.49,15.14
F00000041A                    ,Nortesp SA de CV S.I.R.V. A,Nortesp SA de CV S.I.R.V.,1,Fondos Banorte IXE S,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.53,-4.56,-4.54,-0.35,3.53,6.15,4.65,6.1,4.85
F0000005MI                    ,Nortesp SA de CV S.I.R.V. F1,Nortesp SA de CV S.I.R.V.,2,Fondos Banorte IXE S,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.72,-4.91,-5.07,-1.46,1.27,3.83,2.34,3.73,2.55
F000001ZP9                    ,Nortesp SA de CV S.I.R.V. I1,Nortesp SA de CV S.I.R.V.,3,Fondos Banorte IXE S,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.72,-4.91,-5.03,-1.41,1.36,3.88,2.38,3.76,2.58
F000001ZPY                    ,Nortesp SA de CV S.I.R.V. M1,Nortesp SA de CV S.I.R.V.,4,Fondos Banorte IXE S,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.72,-4.91,-5.07,-1.46,1.27,3.83,2.34,3.73,2.55
F00000M146                    ,Ipac Select Index Balanced,North Index Balanced,1,AMP Group           ,Multisector Growth,Aggressive Allocation,Allocation,AUS-NZL,2.7,3.63,4.18,3.12,12.45,7.48,7.61,7.99,10.19
F0AUS05CG0                    ,North Index Balanced,North Index Balanced,2,AMP Group           ,Multisector Growth,Aggressive Allocation,Allocation,AUS-NZL,2.7,3.63,4.18,3.12,12.45,7.48,7.61,7.99,10.19
F00000M144                    ,Ipac Select Index Defensive,North Index Defensive,1,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.34,1.65,2.02,1.57,5.44,4.19,4.69,5.21,6.04
F0AUS05CFW                    ,North Index Defensive,North Index Defensive,2,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.34,1.65,2.02,1.57,5.44,4.19,4.69,5.21,6.04
F00000M147                    ,Ipac Select Index Growth,North Index Growth,1,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.16,4.36,4.98,3.82,15.25,8.56,8.64,9.01,11.82
F0AUS05CG2                    ,North Index Growth,North Index Growth,2,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.16,4.36,4.98,3.82,15.25,8.56,8.64,9.01,11.82
F00000M148                    ,Ipac Select Index High Growth,North Index High Growth,1,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.55,5.09,5.74,4.68,18.02,9.49,9.51,9.83,13.45
F0AUS05CG4                    ,North Index High Growth,North Index High Growth,2,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.55,5.09,5.74,4.68,18.02,9.49,9.51,9.83,13.45
F00000M145                    ,Ipac Select Index Moderately Defensive,North Index Moderately Defensive,1,AMP Group           ,Multisector Balanced,Allocation,Allocation,AUS-NZL,2.02,2.63,3.08,2.37,8.93,6.05,6.32,6.77,8.19
F0AUS05CFX                    ,North Index Moderately Defensive,North Index Moderately Defensive,2,AMP Group           ,Multisector Balanced,Allocation,Allocation,AUS-NZL,2.02,2.63,3.08,2.37,8.93,6.05,6.32,6.77,8.19
FOUSA06AU1                    ,Northern Bond Index Fund,Northern Bond Index Fund,1,Northern Funds      ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.02,-0.51,0.37,1.52,0.71,2.39,2.23,2.7,1.87
FOUSA05H1H                    ,Northern Emerging Markets Equity Index Fund,Northern Emerging Markets Equity Index Fund,1,Northern Funds      ,Diversified Emerging Mkts,Emerging Markets Equity,Equity,FO_USA,3.43,3.01,5.5,16.06,26.4,17.35,5.35,4.2,4.57
FOUSA05IBA                    ,Northern Global Real Estate Index Fund,Northern Global Real Estate Index Fund,1,Northern Funds      ,Global Real Estate,Real Estate Sector Equity,Equity,FO_USA,-0.47,-0.28,0,5.08,9.54,6.45,4.3,5.49,6.73
FOUSA06L9E                    ,Northern Global Sustainability Index Fund,Northern Global Sustainability Index Fund,1,Northern Funds      ,World Large Stock,Global Equity,Equity,FO_USA,1.82,4.25,4.1,9.39,21.94,11.3,7.71,7.96,11.67
FOUSA05BL3                    ,Northern International Equity Index Fund,Northern International Equity Index Fund,1,Northern Funds      ,Foreign Large Blend,Global Equity Large Cap,Equity,FO_USA,1.65,3.93,3.93,10.87,23.65,9.71,5.77,4.34,8.41
FOUSA05BL1                    ,Northern Mid Cap Index Fund,Northern Mid Cap Index Fund,1,Northern Funds      ,Mid-Cap Blend,US Equity Mid Cap,Equity,FO_USA,2.25,6.27,4.6,6.67,23.26,14.37,10.54,10.77,14.94
FOUSA00H2N                    ,Northern Small Cap Index Fund,Northern Small Cap Index Fund,1,Northern Funds      ,Small Blend,US Equity Small Cap,Equity,FO_USA,0.78,7.12,5.68,7.85,27.67,15.22,9.98,9.47,14.35
FOUSA00KTN                    ,Northern Stock Index Fund,Northern Stock Index Fund,1,Northern Funds      ,Large Blend,US Equity Large Cap Blend,Equity,FO_USA,2.31,4.42,4.73,9.03,23.51,13.56,10.67,12.24,15.06
F00000QB32                    ,Northern Trust Emerging Market Index Fund B USD Acc,Northern Trust Emerging Market Index Fund,1,Northern Trust Fund ,Global Emerging Markets Equity,Emerging Markets Equity,Equity,EUROPE,3.48,3.04,5.33,15.98,26.04,17.13,5.31,4.05,4.44
F00000XCPQ                    ,Northern Trust Europe (Ex-UK) Equity Index Fund Class B USD,Northern Trust Europe (Ex-UK) Equity Index Fund,1,Northern Trust Fund ,Europe ex-UK Large-Cap Equity,Europe Equity Large Cap,Equity,EUROPE,0.44,3.74,4.12,12.02,29.55,10.31,7.32,5.01,9.96
F00000XAT2                    ,Northern Trust Europe Custom ESG Equity Index Fund Class B,Northern Trust Europe Custom ESG Equity Index Fund,1,Northern Trust Fund ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.74,5.43,4.59,3.84,19.86,4.07,4.91,4.08,7.74
F00000XAUT                    ,Northern Trust Japan Equity Index Fund Class B EUR,Northern Trust Japan Equity Index Fund,1,Northern Trust Fund ,Japan Large-Cap Equity,Japan Equity,Equity,EUROPE,6.14,8.82,7.86,5.76,10.67,7.13,12.33,11.12,14.05
F0GBR06Q84                    ,Northern Trust Qnt Euro Eq Idx B,Northern Trust Qnt Euro Eq Idx,1,Northern Trust Fund ,Europe ex-UK Large-Cap Equity,Europe Equity Large Cap,Equity,EUROPE,1.92,5.88,5.38,4.71,21.9,7.42,9.95,9.15,12.32
F0GBR06JRF                    ,Northern Trust Qnt Euro Gov Bd Idx B,Northern Trust Qnt Euro Gov Bd Idx,1,Northern Trust Fund ,EUR Government Bond,Euro Fixed Income,Bonds/Fixed Income,EUROPE,1.1,0.6,1.43,1.65,-0.37,1.5,2.55,4.37,4.42
F0GBR06L9O                    ,Northern Trust Qnt UK Eq Idx B,Northern Trust Qnt UK Eq Idx,1,Northern Trust Fund ,UK Large-Cap Blend Equity,UK Equity Large Cap,Equity,EUROPE,2.09,6.05,4.36,1.63,14.53,1.7,4.18,5.23,7.03
FOUSA00BDO                    ,Northern U.S. Treasury Index Fund,Northern U.S. Treasury Index Fund,1,Northern Funds      ,Intermediate Government,US Fixed Income,Bonds/Fixed Income,FO_USA,-0.14,-1,0.06,0.72,-0.82,1.13,1.47,1.76,1.07
F0GBR04L81                    ,Nykredit Invest Globale Aktier Basis,Nykredit Invest Globale Aktier Basis,1,Nykredit Invest     ,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity,EUROPE,3.44,6.39,5.64,2.38,15.43,8.05,10.36,12.13,13.65
F0000003E4                    ,OMX Baltic Benchmark Fund,OMX Baltic Benchmark Fund,1,Investiciju Portfeli,Other Europe Equity,Other Europe Equity,Equity,EUROPE,0.77,-2.59,0.96,11.51,21.43,18.82,15.31,8.22,10.51
F00000NAPD                    ,OP-Aasia Indeksi A,OP-Aasia Indeksi,1,OP-Rahastoyhti Oy   ,Asia-Pacific inc. Japan Equity,Asia Equity,Equity,EUROPE,5.02,6.53,5.65,3.23,10.31,7.81,9.38,9.02,10.98
F00000NAPE                    ,OP-Aasia Indeksi B,OP-Aasia Indeksi,2,OP-Rahastoyhti Oy   ,Asia-Pacific inc. Japan Equity,Asia Equity,Equity,EUROPE,5.03,6.53,5.65,3.22,10.31,7.81,9.38,9.01,10.98
F00000NAPF                    ,OP-Aasia Indeksi II A,OP-Aasia Indeksi,3,OP-Rahastoyhti Oy   ,Asia-Pacific inc. Japan Equity,Asia Equity,Equity,EUROPE,5.04,6.58,5.73,3.39,10.69,8.18,9.76,9.39,11.37
F00000NAPG                    ,OP-Aasia Indeksi II B,OP-Aasia Indeksi,4,OP-Rahastoyhti Oy   ,Asia-Pacific inc. Japan Equity,Asia Equity,Equity,EUROPE,5.05,6.58,5.73,3.39,10.69,8.18,9.76,9.39,11.37
F00000NDBA                    ,OP-Amerikka Indeksi A,OP-Amerikka Indeksi,1,OP-Rahastoyhti Oy   ,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity,EUROPE,3.6,6.35,5.69,1.46,14.66,9.36,11.64,14.82,15.6
F00000NDBB                    ,OP-Amerikka Indeksi B,OP-Amerikka Indeksi,2,OP-Rahastoyhti Oy   ,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity,EUROPE,3.61,6.35,5.69,1.47,14.67,9.35,11.63,14.8,15.59
F0GBR04IPU                    ,OP-Amerikka Indeksi II A,OP-Amerikka Indeksi,3,OP-Rahastoyhti Oy   ,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity,EUROPE,3.62,6.39,5.77,1.63,15.05,9.73,12.02,15.21,16
F0GBR04IPW                    ,OP-Amerikka Indeksi II B,OP-Amerikka Indeksi,4,OP-Rahastoyhti Oy   ,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity,EUROPE,3.62,6.38,5.77,1.63,15.05,9.73,12.02,15.21,16
F00000NDBC                    ,OP-Eurooppa Indeksi A,OP-Eurooppa Indeksi,1,OP-Rahastoyhti Oy   ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.94,5.86,4.94,3.43,18.9,5.01,7.5,6.98,8.91
F00000NDBD                    ,OP-Eurooppa Indeksi B,OP-Eurooppa Indeksi,2,OP-Rahastoyhti Oy   ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.93,5.85,4.93,3.44,18.88,4.99,7.5,6.97,8.91
F0GBR04O90                    ,OP-Eurooppa Indeksi II A,OP-Eurooppa Indeksi,3,OP-Rahastoyhti Oy   ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.95,5.91,5.02,3.6,19.31,5.37,7.87,7.35,9.29
F0GBR04KWL                    ,OP-Eurooppa Indeksi II B,OP-Eurooppa Indeksi,4,OP-Rahastoyhti Oy   ,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity,EUROPE,1.95,5.91,5.02,3.6,19.28,5.36,7.87,7.34,9.28
F00000N52Q                    ,OP-Pohjoismaat Indeksi A,OP-Pohjoismaat Indeksi,1,OP-Rahastoyhti Oy   ,Nordic Equity,Other Europe Equity,Equity,EUROPE,1.52,3.92,4.98,5.01,21.77,6.13,6.61,8.22,11.25
